Година на улова;Месец на улова;Място на разтоварване;Вид риба;Дължина;Дата;Общо улов[кг];Средено за деклар.[кг];Брой декларации;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;13.08.2013;3295;3295;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;13.08.2013;8530;2843.33;3;
2013;8;Созопол;Рапан ;7.2;14.08.2013;320;320;1;
2013;8;Созопол;Рапан ;8.68;14.08.2013;230;230;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;14.08.2013;3070;3070;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;14.08.2013;3320;1660;2;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;14.08.2013;9992;3330.67;3;
2013;8;Созопол;Попчета;6.2;15.08.2013;4;4;1;
2013;8;Созопол;Попчета;7.3;15.08.2013;2;2;1;
2013;8;Созопол;Пясъчна скарида;7.3;15.08.2013;1;1;1;
2013;8;Созопол;Рапан ;8.68;15.08.2013;380;190;2;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;15.08.2013;980;980;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;15.08.2013;2120;2120;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;15.08.2013;3590;1196.67;3;
2013;8;Созопол;Попчета;6.2;16.08.2013;3;3;1;
2013;8;Созопол;Попчета;6.2;18.08.2013;2;2;1;
2013;8;Созопол;Попчета;6.2;19.08.2013;3;3;1;
2013;8;Созопол;Рапан ;8.68;20.08.2013;170;170;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;20.08.2013;390;390;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;20.08.2013;1350;1350;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;20.08.2013;15453;3863.25;4;
2013;8;Созопол;Пясъчна скарида;7.3;22.08.2013;1;1;1;
2013;8;Созопол;Черна морска мида;7.3;22.08.2013;50;50;1;
2013;8;Созопол;Попчета;7.3;23.08.2013;4;4;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;23.08.2013;2400;2400;1;
2013;8;Созопол;Черна морска мида;7.3;23.08.2013;8;8;1;
2013;8;Созопол;Попчета;7.3;24.08.2013;3;3;1;
2013;8;Созопол;Рапан ;8.68;24.08.2013;180;180;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;24.08.2013;4830;4830;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;24.08.2013;7980;2660;3;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;25.08.2013;3160;3160;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;25.08.2013;4185;4185;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;25.08.2013;11003;2750.75;4;
2013;8;Созопол;Попчета;4.2;26.08.2013;2;2;1;
2013;8;Созопол;Рапан ;7;26.08.2013;360;360;1;
2013;8;Созопол;Рапан ;8.68;26.08.2013;230;230;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;26.08.2013;2510;2510;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;26.08.2013;1030;1030;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;26.08.2013;9989;2497.25;4;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;27.08.2013;4890;4890;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;27.08.2013;2850;2850;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;27.08.2013;15958;3989.5;4;
2013;8;Созопол;Попчета;6.2;28.08.2013;2;2;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;28.08.2013;2700;2700;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;28.08.2013;17300;4325;4;
2013;8;Созопол;Попчета;6.2;29.08.2013;4;4;1;
2013;8;Созопол;Попчета;6.2;30.08.2013;3;3;1;
2013;8;Созопол;Обикновени скариди;7.3;31.08.2013;1;1;1;
2013;8;Созопол;Попчета;6.2;31.08.2013;2;2;1;
2013;8;Созопол;Попчета;7.3;31.08.2013;3;3;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;31.08.2013;1810;1810;1;
2013;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;31.08.2013;9598;2399.5;4;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);22.5;01.09.2013;1260;1260;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;01.09.2013;430;430;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;01.09.2013;13536;3384;4;
2013;9;Созопол;Рапан ;7;02.09.2013;340;340;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);22.5;02.09.2013;5085;5085;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;02.09.2013;2060;2060;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;02.09.2013;13495;3373.75;4;
2013;9;Созопол;Черна морска мида;7.3;02.09.2013;10;10;1;
2013;9;Созопол;Пясъчна скарида;7.3;05.09.2013;1;1;1;
2013;9;Созопол;Черноморски меджид;6.1;05.09.2013;4;4;1;
2013;9;Созопол;Черноморски меджид;6.1;06.09.2013;6;6;1;
2013;9;Созопол;Рапан ;7.2;07.09.2013;200;200;1;
2013;9;Созопол;Сафрид ;6.1;07.09.2013;3;3;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);22.5;07.09.2013;120;120;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;07.09.2013;590;590;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;07.09.2013;150;150;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;07.09.2013;6501;1625.25;4;
2013;9;Созопол;Черна морска мида;7.3;07.09.2013;10;10;1;
2013;9;Созопол;Паламуд;6.2;09.09.2013;3;3;1;
2013;9;Созопол;Паламуд;6.56;09.09.2013;3;3;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);22.5;09.09.2013;1750;1750;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;09.09.2013;2150;2150;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;09.09.2013;6793;2264.33;3;
2013;9;Созопол;Паламуд;6.2;10.09.2013;5;2.5;2;
2013;9;Созопол;Паламуд;6.56;10.09.2013;2;2;1;
2013;9;Созопол;Паламуд;6.9;10.09.2013;14;14;1;
2013;9;Созопол;Рапан ;7.2;10.09.2013;200;200;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);22.5;10.09.2013;1170;1170;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;10.09.2013;1030;1030;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;10.09.2013;2614;1307;2;
2013;9;Созопол;Паламуд;6.56;11.09.2013;2;2;1;
2013;9;Созопол;Паламуд;8.7;11.09.2013;3;3;1;
2013;9;Созопол;Рапан ;7.85;11.09.2013;340;340;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;11.09.2013;520;520;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;11.09.2013;8819;2939.67;3;
2013;9;Созопол;Паламуд;6.56;12.09.2013;1;1;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);22.5;12.09.2013;1140;1140;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;12.09.2013;1420;1420;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;12.09.2013;1050;1050;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;12.09.2013;5785;1446.25;4;
2013;9;Созопол;Лефер ;7.2;13.09.2013;4;4;1;
2013;9;Созопол;Паламуд;6.56;13.09.2013;3;3;1;
2013;9;Созопол;Паламуд;8.7;13.09.2013;25;25;1;
2013;9;Созопол;Рапан ;6.3;13.09.2013;742;742;1;
2013;9;Созопол;Сафрид ;6.2;13.09.2013;1;1;1;
2013;9;Созопол;Сафрид ;6.2;14.09.2013;2;2;1;
2013;9;Созопол;Сафрид ;7.4;15.09.2013;8;8;1;
2013;9;Созопол;Сафрид ;7.4;16.09.2013;6;6;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);22.5;16.09.2013;2020;2020;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;16.09.2013;1030;1030;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;16.09.2013;1540;1540;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;16.09.2013;6224;1556;4;
2013;9;Созопол;Паламуд;6.2;17.09.2013;5;5;1;
2013;9;Созопол;Паламуд;6.56;17.09.2013;2;2;1;
2013;9;Созопол;Рапан ;6;17.09.2013;420;420;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);22.5;17.09.2013;1770;1770;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;17.09.2013;1050;1050;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;17.09.2013;1030;1030;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;17.09.2013;5185;1296.25;4;
2013;9;Созопол;Паламуд;6.56;18.09.2013;1;1;1;
2013;9;Созопол;Попчета;7.45;18.09.2013;5;5;1;
2013;9;Созопол;Сафрид ;7.4;18.09.2013;9;9;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;18.09.2013;970;970;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;18.09.2013;1552;517.33;3;
2013;9;Созопол;Попчета;7.45;19.09.2013;4;4;1;
2013;9;Созопол;Сафрид ;6.56;19.09.2013;3;3;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);22.5;19.09.2013;220;220;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;19.09.2013;1770;1770;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;19.09.2013;520;520;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;19.09.2013;8679;2893;3;
2013;9;Созопол;Черна морска мида;7.3;19.09.2013;10;10;1;
2013;9;Созопол;Паламуд;6.56;20.09.2013;2;2;1;
2013;9;Созопол;Попчета;7.4;21.09.2013;4;4;1;
2013;9;Созопол;Рапан ;6;21.09.2013;630;630;1;
2013;9;Созопол;Сафрид ;7.4;21.09.2013;5;5;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);22.5;21.09.2013;2740;2740;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;21.09.2013;590;590;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;21.09.2013;2510;2510;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;21.09.2013;13317;3329.25;4;
2013;9;Созопол;Паламуд;6.56;22.09.2013;1;1;1;
2013;9;Созопол;Попчета;7.4;22.09.2013;4;4;1;
2013;9;Созопол;Сафрид ;7.4;22.09.2013;4;4;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;22.09.2013;1720;1720;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;22.09.2013;2170;1085;2;
2013;9;Созопол;Паламуд;6.56;23.09.2013;2;2;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;23.09.2013;5277;1759;3;
2013;9;Созопол;Попчета;6.56;25.09.2013;3;3;1;
2013;9;Созопол;Рапан ;6;25.09.2013;420;420;1;
2013;9;Созопол;Рапан ;7;25.09.2013;420;420;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;25.09.2013;195;195;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;25.09.2013;14377;3594.25;4;
2013;9;Созопол;Рапан ;6;26.09.2013;365;365;1;
2013;9;Созопол;Сафрид ;6.56;26.09.2013;2;2;1;
2013;9;Созопол;Сафрид ;7.5;26.09.2013;3;3;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;26.09.2013;17817;4454.25;4;
2013;9;Созопол;Паламуд;6.56;27.09.2013;1;1;1;
2013;9;Созопол;Пясъчна скарида;7.3;27.09.2013;1;1;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;27.09.2013;4400;4400;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;27.09.2013;14080;3520;4;
2013;9;Созопол;Сафрид ;7.3;28.09.2013;2;2;1;
2013;9;Созопол;Паламуд;4.65;29.09.2013;2;2;1;
2013;9;Созопол;Паламуд;6.56;29.09.2013;2;2;1;
2013;9;Созопол;Попчета;7.25;29.09.2013;3;3;1;
2013;9;Созопол;Сафрид ;7.3;29.09.2013;2;2;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;29.09.2013;3500;3500;1;
2013;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;29.09.2013;13683;3420.75;4;
2013;9;Созопол;Паламуд;5.7;30.09.2013;2;2;1;
2013;10;Созопол;Лефер ;7.1;01.10.2013;2;2;1;
2013;10;Созопол;Паламуд;5.7;04.10.2013;1;1;1;
2013;10;Созопол;Лефер ;17.3;05.10.2013;38;38;1;
2013;10;Созопол;Сафрид ;6.56;05.10.2013;2;2;1;
2013;10;Созопол;Сафрид ;11.2;05.10.2013;2;2;1;
2013;10;Созопол;Сафрид ;18;05.10.2013;30;30;1;
2013;10;Созопол;Лефер ;6.56;06.10.2013;3;3;1;
2013;10;Созопол;Лефер ;25.5;06.10.2013;1244;622;2;
2013;10;Созопол;Рапан ;7;06.10.2013;310;310;1;
2013;10;Созопол;Сафрид ;11.2;06.10.2013;5;5;1;
2013;10;Созопол;Сафрид ;22.5;06.10.2013;100;100;1;
2013;10;Созопол;Сафрид ;25.5;06.10.2013;1095;273.75;4;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);22.5;06.10.2013;160;160;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;06.10.2013;45;45;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;06.10.2013;70;70;1;
2013;10;Созопол;Черноморска барбуня ;25.5;06.10.2013;31;31;1;
2013;10;Созопол;Лефер ;18;07.10.2013;84;84;1;
2013;10;Созопол;Лефер ;22.5;07.10.2013;60;60;1;
2013;10;Созопол;Лефер ;25.5;07.10.2013;1112;278;4;
2013;10;Созопол;Паламуд;5.7;07.10.2013;3;3;1;
2013;10;Созопол;Рапан ;6;07.10.2013;560;560;1;
2013;10;Созопол;Рапан ;6.3;07.10.2013;564;564;1;
2013;10;Созопол;Рапан ;9.6;07.10.2013;420;420;1;
2013;10;Созопол;Лефер ;6.56;08.10.2013;3;3;1;
2013;10;Созопол;Лефер ;18;08.10.2013;180;180;1;
2013;10;Созопол;Лефер ;22.5;08.10.2013;20;20;1;
2013;10;Созопол;Лефер ;25.45;08.10.2013;10;10;1;
2013;10;Созопол;Лефер ;25.5;08.10.2013;440;110;4;
2013;10;Созопол;Рапан ;4.6;08.10.2013;702;702;1;
2013;10;Созопол;Рапан ;4.9;08.10.2013;180;180;1;
2013;10;Созопол;Рапан ;7;08.10.2013;420;420;1;
2013;10;Созопол;Рапан ;7.26;08.10.2013;340;340;1;
2013;10;Созопол;Рапан ;7.88;08.10.2013;724;724;1;
2013;10;Созопол;Сафрид ;6.2;08.10.2013;2;2;1;
2013;10;Созопол;Сафрид ;22.5;08.10.2013;30;30;1;
2013;10;Созопол;Сафрид ;23.75;08.10.2013;30;30;1;
2013;10;Созопол;Сафрид ;25.5;08.10.2013;50;25;2;
2013;10;Созопол;Лефер ;5.7;09.10.2013;10;10;1;
2013;10;Созопол;Лефер ;18;09.10.2013;192;192;1;
2013;10;Созопол;Лефер ;25.5;09.10.2013;495;247.5;2;
2013;10;Созопол;Рапан ;6;09.10.2013;670;670;1;
2013;10;Созопол;Рапан ;6.3;09.10.2013;736;368;2;
2013;10;Созопол;Рапан ;7.26;09.10.2013;380;380;1;
2013;10;Созопол;Сафрид ;4.6;09.10.2013;3;3;1;
2013;10;Созопол;Сафрид ;25.5;09.10.2013;27;27;1;
2013;10;Созопол;Лефер ;18;10.10.2013;36;36;1;
2013;10;Созопол;Лефер ;22.5;10.10.2013;120;120;1;
2013;10;Созопол;Лефер ;25.45;10.10.2013;10;10;1;
2013;10;Созопол;Лефер ;25.5;10.10.2013;424;212;2;
2013;10;Созопол;Рапан ;6;10.10.2013;1550;775;2;
2013;10;Созопол;Рапан ;6.1;10.10.2013;630;630;1;
2013;10;Созопол;Рапан ;7;10.10.2013;310;310;1;
2013;10;Созопол;Сафрид ;6;10.10.2013;2;2;1;
2013;10;Созопол;Сафрид ;6.56;10.10.2013;2;2;1;
2013;10;Созопол;Сафрид ;7.45;10.10.2013;3;3;1;
2013;10;Созопол;Сафрид ;18;10.10.2013;72;72;1;
2013;10;Созопол;Сафрид ;22.5;10.10.2013;578;578;1;
2013;10;Созопол;Сафрид ;23.75;10.10.2013;490;245;2;
2013;10;Созопол;Сафрид ;25.45;10.10.2013;250;250;1;
2013;10;Созопол;Сафрид ;25.5;10.10.2013;437;145.67;3;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.45;10.10.2013;90;90;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;10.10.2013;1710;855;2;
2013;10;Созопол;Черноморска барбуня ;22.5;10.10.2013;20;20;1;
2013;10;Созопол;Черноморска барбуня ;25.5;10.10.2013;20;20;1;
2013;10;Созопол;Лефер ;7.3;11.10.2013;2;2;1;
2013;10;Созопол;Лефер ;18;11.10.2013;112;112;1;
2013;10;Созопол;Лефер ;25.5;11.10.2013;10;10;1;
2013;10;Созопол;Попчета;6;11.10.2013;3;3;1;
2013;10;Созопол;Рапан ;6;11.10.2013;635;635;1;
2013;10;Созопол;Рапан ;6.3;11.10.2013;981;490.5;2;
2013;10;Созопол;Рапан ;7;11.10.2013;320;320;1;
2013;10;Созопол;Рапан ;8;11.10.2013;640;640;1;
2013;10;Созопол;Сафрид ;7.59;11.10.2013;2;2;1;
2013;10;Созопол;Сафрид ;11.2;11.10.2013;5;5;1;
2013;10;Созопол;Сафрид ;25.5;11.10.2013;20;20;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);22.5;11.10.2013;740;740;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;11.10.2013;705;705;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.45;11.10.2013;1320;1320;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;11.10.2013;4070;1356.67;3;
2013;10;Созопол;Лефер ;18;12.10.2013;266;266;1;
2013;10;Созопол;Рапан ;6.3;12.10.2013;676;676;1;
2013;10;Созопол;Сафрид ;6.2;12.10.2013;1;1;1;
2013;10;Созопол;Сафрид ;7.3;12.10.2013;3;3;1;
2013;10;Созопол;Сафрид ;11.2;12.10.2013;16;16;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);22.5;12.10.2013;880;880;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;12.10.2013;1400;1400;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.45;12.10.2013;830;830;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;12.10.2013;2976;992;3;
2013;10;Созопол;Лефер ;22.5;13.10.2013;60;60;1;
2013;10;Созопол;Сафрид ;6;13.10.2013;2;2;1;
2013;10;Созопол;Сафрид ;6.2;13.10.2013;3;3;1;
2013;10;Созопол;Сафрид ;6.56;13.10.2013;1;1;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;13.10.2013;1190;1190;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;13.10.2013;1900;950;2;
2013;10;Созопол;Черна морска мида;7.3;13.10.2013;8;8;1;
2013;10;Созопол;Лефер ;25.5;14.10.2013;173;86.5;2;
2013;10;Созопол;Рапан ;6;14.10.2013;560;560;1;
2013;10;Созопол;Рапан ;8;14.10.2013;420;420;1;
2013;10;Созопол;Сафрид ;6;14.10.2013;1;1;1;
2013;10;Созопол;Сафрид ;6.56;14.10.2013;3;3;1;
2013;10;Созопол;Сафрид ;17.3;14.10.2013;20;20;1;
2013;10;Созопол;Сафрид ;25.5;14.10.2013;169;169;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);22.5;14.10.2013;630;630;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;14.10.2013;1130;1130;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;14.10.2013;1680;840;2;
2013;10;Созопол;Черноморска барбуня ;25.5;14.10.2013;65;65;1;
2013;10;Созопол;Лефер ;4.5;15.10.2013;3;3;1;
2013;10;Созопол;Лефер ;7.2;15.10.2013;2;2;1;
2013;10;Созопол;Лефер ;7.5;15.10.2013;2;2;1;
2013;10;Созопол;Лефер ;25.5;15.10.2013;1820;910;2;
2013;10;Созопол;Попчета;7.4;15.10.2013;4;4;1;
2013;10;Созопол;Рапан ;6;15.10.2013;1280;1280;1;
2013;10;Созопол;Сафрид ;6.56;15.10.2013;2;2;1;
2013;10;Созопол;Сафрид ;7.4;15.10.2013;6;6;1;
2013;10;Созопол;Сафрид ;25.5;15.10.2013;171;85.5;2;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);22.5;15.10.2013;790;790;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.45;15.10.2013;1280;1280;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;15.10.2013;2080;1040;2;
2013;10;Созопол;Черноморска барбуня ;25.5;15.10.2013;45;22.5;2;
2013;10;Созопол;Лефер ;6.56;16.10.2013;3;3;1;
2013;10;Созопол;Лефер ;7.3;16.10.2013;2;2;1;
2013;10;Созопол;Рапан ;6;16.10.2013;720;720;1;
2013;10;Созопол;Рапан ;6.1;16.10.2013;860;860;1;
2013;10;Созопол;Рапан ;9.1;16.10.2013;725;725;1;
2013;10;Созопол;Сафрид ;7.2;16.10.2013;3;3;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;16.10.2013;1200;1200;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.45;16.10.2013;1240;1240;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;16.10.2013;1810;905;2;
2013;10;Созопол;Лефер ;25.5;17.10.2013;1220;1220;1;
2013;10;Созопол;Сафрид ;25.5;17.10.2013;510;510;1;
2013;10;Созопол;Лефер ;18;19.10.2013;140;140;1;
2013;10;Созопол;Лефер ;22.5;19.10.2013;120;120;1;
2013;10;Созопол;Лефер ;25.5;19.10.2013;1354;677;2;
2013;10;Созопол;Сафрид ;11.2;19.10.2013;9;9;1;
2013;10;Созопол;Сафрид ;22.5;19.10.2013;20;20;1;
2013;10;Созопол;Сафрид ;25.45;19.10.2013;100;100;1;
2013;10;Созопол;Сафрид ;25.5;19.10.2013;133;66.5;2;
2013;10;Созопол;Черноморска барбуня ;22.5;19.10.2013;15;15;1;
2013;10;Созопол;Черноморска барбуня ;25.5;19.10.2013;30;30;1;
2013;10;Созопол;Лефер ;6.8;20.10.2013;2;2;1;
2013;10;Созопол;Лефер ;22.5;20.10.2013;50;50;1;
2013;10;Созопол;Лефер ;25.5;20.10.2013;2050;1025;2;
2013;10;Созопол;Паламуд;5.7;20.10.2013;1;1;1;
2013;10;Созопол;Рапан ;6;20.10.2013;740;740;1;
2013;10;Созопол;Рапан ;8;20.10.2013;250;250;1;
2013;10;Созопол;Сафрид ;4.7;20.10.2013;3;3;1;
2013;10;Созопол;Сафрид ;11.2;20.10.2013;5;5;1;
2013;10;Созопол;Сафрид ;17.3;20.10.2013;20;20;1;
2013;10;Созопол;Сафрид ;18;20.10.2013;14;14;1;
2013;10;Созопол;Сафрид ;22.5;20.10.2013;50;50;1;
2013;10;Созопол;Сафрид ;25.5;20.10.2013;102;51;2;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;20.10.2013;495;495;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.45;20.10.2013;2300;2300;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;20.10.2013;2170;1085;2;
2013;10;Созопол;Черноморска барбуня ;25.5;20.10.2013;30;30;1;
2013;10;Созопол;Лефер ;4.7;21.10.2013;2;2;1;
2013;10;Созопол;Лефер ;6.56;21.10.2013;1;1;1;
2013;10;Созопол;Рапан ;6;21.10.2013;480;480;1;
2013;10;Созопол;Рапан ;6.3;21.10.2013;22;22;1;
2013;10;Созопол;Сафрид ;5.8;21.10.2013;2;2;1;
2013;10;Созопол;Сафрид ;6.8;21.10.2013;3;3;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;21.10.2013;1420;1420;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.45;21.10.2013;2640;2640;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;21.10.2013;12705;3176.25;4;
2013;10;Созопол;Зарган ;5.8;22.10.2013;3;3;1;
2013;10;Созопол;Лефер ;5.7;22.10.2013;10;10;1;
2013;10;Созопол;Паламуд;8.1;22.10.2013;15;15;1;
2013;10;Созопол;Попчета;6;22.10.2013;2;2;1;
2013;10;Созопол;Рапан ;6;22.10.2013;307;307;1;
2013;10;Созопол;Рапан ;7.85;22.10.2013;516;516;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);22.5;22.10.2013;1860;1860;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;22.10.2013;1900;1900;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.45;22.10.2013;1870;1870;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;22.10.2013;13323;3330.75;4;
2013;10;Созопол;Барбуня;17.3;23.10.2013;100;100;1;
2013;10;Созопол;Зарган ;5.8;23.10.2013;2;2;1;
2013;10;Созопол;Лефер ;5.7;23.10.2013;4;4;1;
2013;10;Созопол;Паламуд;8.1;23.10.2013;5;5;1;
2013;10;Созопол;Рапан ;6;23.10.2013;335;335;1;
2013;10;Созопол;Рапан ;6.3;23.10.2013;880;880;1;
2013;10;Созопол;Сафрид ;17.3;23.10.2013;50;50;1;
2013;10;Созопол;Сафрид ;22.5;23.10.2013;100;100;1;
2013;10;Созопол;Сафрид ;25.45;23.10.2013;50;50;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;23.10.2013;575;575;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.45;23.10.2013;690;690;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;23.10.2013;2677;892.33;3;
2013;10;Созопол;Черноморска барбуня ;22.5;23.10.2013;100;100;1;
2013;10;Созопол;Черноморска барбуня ;25.45;23.10.2013;50;50;1;
2013;10;Созопол;Сафрид ;6.56;24.10.2013;3;3;1;
2013;10;Созопол;Сафрид ;7.8;24.10.2013;2;2;1;
2013;10;Созопол;Попчета;7.45;25.10.2013;5;5;1;
2013;10;Созопол;Сафрид ;7.8;25.10.2013;3;3;1;
2013;10;Созопол;Сафрид ;22.5;25.10.2013;100;100;1;
2013;10;Созопол;Сафрид ;25.5;25.10.2013;115;115;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);23.75;25.10.2013;1080;1080;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.45;25.10.2013;370;370;1;
2013;10;Созопол;Цаца (копърка, трицона, шпрот);25.5;25.10.2013;1515;757.5;2;
2013;10;Созопол;Черна морска мида;7.3;25.10.2013;5;5;1;
2013;10;Созопол;Черноморска барбуня ;25.5;25.10.2013;200;200;1;
2013;10;Созопол;Пясъчна скарида;7.3;26.10.2013;1;1;1;
