Година на улова;Месец на улова;Място на разтоварване;Вид риба;Дължина;Дата;Общо улов[кг];Средено за деклар.[кг];Брой декларации;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;10.01.2008;375;187.5;2;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);22.5;14.01.2008;1170;1170;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;14.01.2008;525;525;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;14.01.2008;375;375;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;14.01.2008;600;600;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);22.5;15.01.2008;2625;2625;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;15.01.2008;1365;1365;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;15.01.2008;1910;1910;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;15.01.2008;2040;2040;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);22.5;16.01.2008;585;585;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;16.01.2008;1350;1350;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;16.01.2008;885;885;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;16.01.2008;1605;1605;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;17.01.2008;1815;1815;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;17.01.2008;2490;2490;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;17.01.2008;1845;1845;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);22.5;18.01.2008;1440;1440;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;18.01.2008;1410;1410;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;18.01.2008;2105;2105;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;18.01.2008;1860;1860;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);22.5;19.01.2008;1575;1575;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;19.01.2008;1185;1185;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;19.01.2008;1995;1995;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;19.01.2008;1980;990;2;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);22.5;20.01.2008;2160;2160;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;20.01.2008;1815;1815;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;20.01.2008;2115;2115;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;20.01.2008;4185;2092.5;2;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);22.5;21.01.2008;600;600;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;21.01.2008;315;315;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;21.01.2008;1410;705;2;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;21.01.2008;3365;673;5;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;22.01.2008;825;825;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;22.01.2008;465;465;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;22.01.2008;1890;945;2;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);22.5;23.01.2008;435;435;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;23.01.2008;1290;1290;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;23.01.2008;780;780;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;23.01.2008;465;465;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;25.01.2008;840;840;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;25.01.2008;2085;2085;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);23.75;31.01.2008;300;300;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.45;31.01.2008;570;570;1;
2008;1;Созопол;Цаца (копърка, трицона, шпрот);25.5;31.01.2008;390;390;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;01.02.2008;1740;1740;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;01.02.2008;2295;2295;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;01.02.2008;2370;2370;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;01.02.2008;1695;847.5;2;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;02.02.2008;1380;1380;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;02.02.2008;600;600;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;02.02.2008;1935;1935;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;02.02.2008;1995;997.5;2;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;03.02.2008;1020;1020;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;03.02.2008;825;825;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;03.02.2008;450;450;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;03.02.2008;210;210;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;04.02.2008;300;300;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;04.02.2008;2205;2205;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;04.02.2008;285;142.5;2;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;05.02.2008;1395;1395;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;05.02.2008;1485;1485;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;05.02.2008;1080;1080;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;05.02.2008;1395;697.5;2;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;06.02.2008;735;735;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;06.02.2008;1335;1335;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;06.02.2008;2835;1417.5;2;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;07.02.2008;1110;1110;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;07.02.2008;1185;1185;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;07.02.2008;2520;1260;2;
2008;2;Созопол;Рапан ;7.5;13.02.2008;471;471;1;
2008;2;Созопол;Рапан ;8;13.02.2008;368;368;1;
2008;2;Созопол;Рапан ;7.5;14.02.2008;345;345;1;
2008;2;Созопол;Рапан ;8;14.02.2008;427;427;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;14.02.2008;555;555;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;14.02.2008;1680;1680;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;14.02.2008;1260;1260;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;14.02.2008;3135;1567.5;2;
2008;2;Созопол;Рапан ;4.9;15.02.2008;402;402;1;
2008;2;Созопол;Рапан ;7.26;15.02.2008;362;362;1;
2008;2;Созопол;Рапан ;7.5;15.02.2008;397;397;1;
2008;2;Созопол;Рапан ;8;15.02.2008;508;508;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;15.02.2008;2910;2910;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;15.02.2008;2205;2205;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;15.02.2008;2400;2400;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;15.02.2008;5385;2692.5;2;
2008;2;Созопол;Рапан ;7.5;18.02.2008;452;452;1;
2008;2;Созопол;Рапан ;8;18.02.2008;436;436;1;
2008;2;Созопол;Рапан ;7.5;19.02.2008;524;524;1;
2008;2;Созопол;Рапан ;8;19.02.2008;516;516;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;19.02.2008;1095;1095;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;19.02.2008;840;840;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;19.02.2008;870;870;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;19.02.2008;2535;1267.5;2;
2008;2;Созопол;Рапан ;4.9;20.02.2008;467;467;1;
2008;2;Созопол;Рапан ;7.26;20.02.2008;417;417;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);18;20.02.2008;30;30;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;20.02.2008;1770;1770;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;20.02.2008;1410;1410;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;20.02.2008;2805;1402.5;2;
2008;2;Созопол;Рапан ;4.9;21.02.2008;392;392;1;
2008;2;Созопол;Рапан ;7.5;21.02.2008;592;592;1;
2008;2;Созопол;Рапан ;8;21.02.2008;471;471;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);18;21.02.2008;75;75;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;21.02.2008;2010;2010;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;21.02.2008;1845;1845;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;21.02.2008;1620;1620;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;21.02.2008;4560;2280;2;
2008;2;Созопол;Рапан ;7.26;22.02.2008;412;412;1;
2008;2;Созопол;Рапан ;7.5;22.02.2008;432;432;1;
2008;2;Созопол;Рапан ;8;22.02.2008;436;436;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;22.02.2008;1830;1830;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;22.02.2008;1530;1530;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;22.02.2008;1260;1260;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;22.02.2008;3600;1800;2;
2008;2;Созопол;Рапан ;8;23.02.2008;503;503;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;23.02.2008;1560;1560;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;23.02.2008;1500;1500;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;23.02.2008;1770;1770;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;23.02.2008;3770;1885;2;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;24.02.2008;2220;2220;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;24.02.2008;1155;1155;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;24.02.2008;1185;1185;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;24.02.2008;1215;607.5;2;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;25.02.2008;1050;1050;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;25.02.2008;1650;1650;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;25.02.2008;2565;1282.5;2;
2008;2;Созопол;Карагьоз, дунавска скумрия ;6.09;26.02.2008;5;5;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;26.02.2008;1350;1350;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;26.02.2008;1155;1155;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;26.02.2008;2340;1170;2;
2008;2;Созопол;Попчета;6.09;27.02.2008;5;5;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;27.02.2008;1350;1350;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;27.02.2008;450;450;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;27.02.2008;1110;1110;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;27.02.2008;2010;1005;2;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;28.02.2008;1005;1005;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;28.02.2008;1545;1545;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;28.02.2008;1110;1110;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;28.02.2008;3555;1777.5;2;
2008;2;Созопол;Рапан ;4.9;29.02.2008;368;368;1;
2008;2;Созопол;Рапан ;7.26;29.02.2008;479;479;1;
2008;2;Созопол;Рапан ;7.5;29.02.2008;512;512;1;
2008;2;Созопол;Рапан ;8;29.02.2008;516;516;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);17.3;29.02.2008;75;75;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);22.5;29.02.2008;2130;2130;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);23.75;29.02.2008;1725;1725;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.45;29.02.2008;435;435;1;
2008;2;Созопол;Цаца (копърка, трицона, шпрот);25.5;29.02.2008;7155;3577.5;2;
2008;3;Созопол;Рапан ;4.9;01.03.2008;317;317;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);18;01.03.2008;90;90;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;01.03.2008;3105;3105;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;01.03.2008;2805;2805;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;01.03.2008;2130;2130;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;01.03.2008;5715;2857.5;2;
2008;3;Созопол;Рапан ;4.9;04.03.2008;330;330;1;
2008;3;Созопол;Рапан ;7.26;04.03.2008;376;376;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);17.3;04.03.2008;120;120;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;04.03.2008;945;945;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;04.03.2008;720;360;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;04.03.2008;270;270;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;04.03.2008;1290;430;3;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;07.03.2008;1140;1140;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;07.03.2008;1695;847.5;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);18;08.03.2008;450;450;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;08.03.2008;855;855;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;08.03.2008;705;705;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;08.03.2008;720;720;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;08.03.2008;1470;735;2;
2008;3;Созопол;Рапан ;4.9;09.03.2008;350;350;1;
2008;3;Созопол;Рапан ;7.26;09.03.2008;461;461;1;
2008;3;Созопол;Рапан ;7.5;09.03.2008;544;544;1;
2008;3;Созопол;Рапан ;8;09.03.2008;503;503;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);18;09.03.2008;300;300;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;09.03.2008;990;990;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;09.03.2008;990;990;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;09.03.2008;1620;810;2;
2008;3;Созопол;Калкан ;18;10.03.2008;40;40;1;
2008;3;Созопол;Попчета;6.09;10.03.2008;6;6;1;
2008;3;Созопол;Рапан ;4.9;10.03.2008;402;402;1;
2008;3;Созопол;Рапан ;8;10.03.2008;417;417;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);18;10.03.2008;510;510;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;10.03.2008;1800;1800;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;10.03.2008;2050;2050;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;10.03.2008;3090;1545;2;
2008;3;Созопол;Рапан ;4.9;11.03.2008;376;376;1;
2008;3;Созопол;Рапан ;7.26;11.03.2008;490;490;1;
2008;3;Созопол;Рапан ;8;11.03.2008;508;508;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;11.03.2008;1395;1395;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;11.03.2008;840;840;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;11.03.2008;810;810;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;11.03.2008;2115;1057.5;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);18;12.03.2008;1425;1425;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;12.03.2008;1260;1260;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;12.03.2008;1170;1170;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;12.03.2008;975;975;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;12.03.2008;2265;1132.5;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;13.03.2008;495;495;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;13.03.2008;990;990;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;13.03.2008;690;690;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;13.03.2008;3225;1612.5;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;14.03.2008;1095;1095;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;14.03.2008;2565;1282.5;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;15.03.2008;1440;1440;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;15.03.2008;990;990;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;15.03.2008;1255;1255;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;15.03.2008;2745;1372.5;2;
2008;3;Созопол;Рапан ;4.9;16.03.2008;380;380;1;
2008;3;Созопол;Рапан ;7.26;16.03.2008;411;411;1;
2008;3;Созопол;Рапан ;7.5;16.03.2008;517;517;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;16.03.2008;930;930;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;16.03.2008;1065;1065;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;16.03.2008;1476;1476;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;16.03.2008;4005;2002.5;2;
2008;3;Созопол;Калкан ;8.2;17.03.2008;15;15;1;
2008;3;Созопол;Карагьоз, дунавска скумрия ;8.2;17.03.2008;8;8;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;17.03.2008;2000;2000;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;17.03.2008;5610;2805;2;
2008;3;Созопол;Рапан ;7.5;18.03.2008;712;712;1;
2008;3;Созопол;Рапан ;8;18.03.2008;462;462;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;18.03.2008;1290;1290;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;18.03.2008;690;690;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;18.03.2008;1275;1275;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;18.03.2008;2115;1057.5;2;
2008;3;Созопол;Рапан ;8;19.03.2008;561;561;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;19.03.2008;2100;2100;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;19.03.2008;2520;2520;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;19.03.2008;3390;1695;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;19.03.2008;4995;2497.5;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);10.6;20.03.2008;100;100;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;20.03.2008;1410;1410;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;20.03.2008;945;945;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;20.03.2008;2355;1177.5;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;20.03.2008;5005;1251.25;4;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);17.3;21.03.2008;60;60;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;21.03.2008;660;660;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;21.03.2008;1470;1470;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;21.03.2008;1455;1455;1;
2008;3;Созопол;Рапан ;4.9;22.03.2008;360;360;1;
2008;3;Созопол;Рапан ;7.5;22.03.2008;613;613;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;22.03.2008;915;915;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;22.03.2008;450;450;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;22.03.2008;2040;2040;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;22.03.2008;1950;1950;1;
2008;3;Созопол;Рапан ;4.9;23.03.2008;417;417;1;
2008;3;Созопол;Рапан ;7.26;23.03.2008;370;370;1;
2008;3;Созопол;Рапан ;7.5;23.03.2008;720;720;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);18;23.03.2008;60;60;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;23.03.2008;2310;2310;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;23.03.2008;2355;1177.5;2;
2008;3;Созопол;Рапан ;7.26;24.03.2008;320;320;1;
2008;3;Созопол;Рапан ;7.5;24.03.2008;524;524;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);17.3;24.03.2008;45;45;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);18;24.03.2008;570;570;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;24.03.2008;2535;2535;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;24.03.2008;1410;1410;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;24.03.2008;2715;2715;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;24.03.2008;3525;1762.5;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;25.03.2008;795;795;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;25.03.2008;1440;720;2;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;25.03.2008;1530;1530;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;25.03.2008;2640;1320;2;
2008;3;Созопол;Рапан ;7.26;26.03.2008;517;517;1;
2008;3;Созопол;Калкан ;18;27.03.2008;41;41;1;
2008;3;Созопол;Рапан ;4.9;27.03.2008;840;840;1;
2008;3;Созопол;Рапан ;7.26;27.03.2008;560;560;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);18;27.03.2008;750;750;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;27.03.2008;825;825;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;27.03.2008;2745;2745;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;27.03.2008;3360;3360;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;27.03.2008;5760;1920;3;
2008;3;Созопол;Рапан ;4.9;28.03.2008;900;900;1;
2008;3;Созопол;Рапан ;7.26;28.03.2008;670;670;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;28.03.2008;555;555;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;28.03.2008;1020;510;2;
2008;3;Созопол;Рапан ;4.9;29.03.2008;525;525;1;
2008;3;Созопол;Рапан ;4.9;30.03.2008;618;618;1;
2008;3;Созопол;Рапан ;7.26;30.03.2008;712;712;1;
2008;3;Созопол;Рапан ;4.9;31.03.2008;670;670;1;
2008;3;Созопол;Рапан ;7.26;31.03.2008;775;775;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;31.03.2008;795;795;1;
2008;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;31.03.2008;1275;637.5;2;
2008;4;Созопол;Рапан ;7.5;02.04.2008;654;654;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);18;02.04.2008;75;75;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;02.04.2008;960;960;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;02.04.2008;1320;1320;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;02.04.2008;5920;1973.33;3;
2008;4;Созопол;Калкан ;18;03.04.2008;54;54;1;
2008;4;Созопол;Рапан ;8;03.04.2008;1028;514;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);18;03.04.2008;825;825;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;03.04.2008;2580;2580;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;03.04.2008;2925;2925;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;03.04.2008;2760;2760;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;03.04.2008;6460;2153.33;3;
2008;4;Созопол;Рапан ;4.9;04.04.2008;620;620;1;
2008;4;Созопол;Рапан ;7.5;04.04.2008;712;712;1;
2008;4;Созопол;Рапан ;8;04.04.2008;1162;581;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;04.04.2008;2940;1470;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;04.04.2008;2490;1245;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;04.04.2008;7680;1920;4;
2008;4;Созопол;Рапан ;4.9;05.04.2008;560;560;1;
2008;4;Созопол;Рапан ;7.26;05.04.2008;762;762;1;
2008;4;Созопол;Рапан ;7.5;05.04.2008;847;847;1;
2008;4;Созопол;Рапан ;8;05.04.2008;486;486;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);18;05.04.2008;45;45;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;05.04.2008;3450;3450;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;05.04.2008;1875;937.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;05.04.2008;4155;4155;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;05.04.2008;10080;2520;4;
2008;4;Созопол;Рапан ;4.9;06.04.2008;690;690;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;06.04.2008;2400;2400;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;06.04.2008;2310;2310;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;06.04.2008;3075;3075;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;06.04.2008;13035;3258.75;4;
2008;4;Созопол;Рапан ;4.9;07.04.2008;735;735;1;
2008;4;Созопол;Рапан ;7.5;07.04.2008;712;712;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;07.04.2008;180;180;1;
